 Income ($) , Monthly Award ,,,,,,, Income ($) ,,,,,,
 From  ,1,2,3,4,5,6,, From  ,1,2,3,4,5,6
" $119,000.00 "," $1,060.00 "," $1,704.00 "," $2,219.00 "," $2,641.00 "," $2,992.00 "," $3,289.00 ",," $119,000.00 ",0.84%,1.22%,1.60%,1.84%,2.12%,2.28%
" $120,000.00 "," $1,068.00 "," $1,716.00 "," $2,235.00 "," $2,659.00 "," $3,013.00 "," $3,312.00 ",," $120,000.00 ",0.74%,1.20%,1.52%,1.88%,2.12%,2.30%
" $121,000.00 "," $1,075.00 "," $1,728.00 "," $2,250.00 "," $2,678.00 "," $3,034.00 "," $3,335.00 ",," $121,000.00 ",0.76%,1.18%,1.56%,1.82%,2.12%,2.30%
" $122,000.00 "," $1,083.00 "," $1,740.00 "," $2,266.00 "," $2,696.00 "," $3,055.00 "," $3,358.00 ",," $122,000.00 ",0.78%,1.26%,1.58%,1.88%,2.12%,2.30%
" $123,000.00 "," $1,091.00 "," $1,753.00 "," $2,282.00 "," $2,715.00 "," $3,076.00 "," $3,381.00 ",," $123,000.00 ",0.78%,1.24%,1.62%,1.82%,2.14%,2.30%
" $124,000.00 "," $1,099.00 "," $1,765.00 "," $2,298.00 "," $2,733.00 "," $3,097.00 "," $3,404.00 ",," $124,000.00 ",0.80%,1.22%,1.54%,1.86%,2.14%,2.30%
" $125,000.00 "," $1,107.00 "," $1,777.00 "," $2,313.00 "," $2,752.00 "," $3,118.00 "," $3,427.00 ",," $125,000.00 ",0.82%,1.20%,1.58%,1.90%,2.14%,2.30%
" $126,000.00 "," $1,115.00 "," $1,789.00 "," $2,329.00 "," $2,771.00 "," $3,139.00 "," $3,450.00 ",," $126,000.00 ",0.82%,1.26%,1.60%,1.84%,2.14%,2.30%
" $127,000.00 "," $1,123.00 "," $1,802.00 "," $2,345.00 "," $2,789.00 "," $3,160.00 "," $3,473.00 ",," $127,000.00 ",0.74%,1.24%,1.52%,1.88%,2.04%,2.30%
" $128,000.00 "," $1,130.00 "," $1,814.00 "," $2,360.00 "," $2,808.00 "," $3,180.00 "," $3,496.00 ",," $128,000.00 ",0.76%,1.22%,1.56%,1.82%,2.06%,2.32%
" $129,000.00 "," $1,138.00 "," $1,826.00 "," $2,376.00 "," $2,826.00 "," $3,201.00 "," $3,519.00 ",," $129,000.00 ",0.78%,1.20%,1.58%,1.86%,2.06%,2.32%
" $130,000.00 "," $1,146.00 "," $1,838.00 "," $2,392.00 "," $2,845.00 "," $3,222.00 "," $3,542.00 ",," $130,000.00 ",0.78%,1.18%,1.62%,1.82%,2.06%,2.32%
" $131,000.00 "," $1,154.00 "," $1,850.00 "," $2,408.00 "," $2,863.00 "," $3,243.00 "," $3,565.00 ",," $131,000.00 ",0.80%,1.26%,1.54%,1.86%,2.06%,2.32%
" $132,000.00 "," $1,162.00 "," $1,863.00 "," $2,423.00 "," $2,882.00 "," $3,264.00 "," $3,588.00 ",," $132,000.00 ",0.82%,1.24%,1.56%,1.90%,2.06%,2.32%
